-1.660102961371830332e+00,4.405974421341588787e+00,-9.998688904263953958e+00
-1.660102961371830332e+00,4.405974421341588787e+00,-9.998688904263953958e+00
-1.660099573353976954e+00,4.405973309636955548e+00,-9.998684456400892984e+00
-1.661312150325968018e+00,4.406284705496775089e+00,-9.999289187129502210e+00
-1.660900013432635935e+00,4.406536523147573270e+00,-9.999225659698391055e+00
-1.660900013432635935e+00,4.406536523147573270e+00,-9.999225659698391055e+00
-1.660364839137610904e+00,4.406328196513996431e+00,-9.998941177245610490e+00
-1.660364839137610904e+00,4.406328196513996431e+00,-9.998941177245610490e+00
-1.660103946551714449e+00,4.406610672916773552e+00,-9.998888982824226446e+00
-1.660103946551714449e+00,4.406610672916773552e+00,-9.998888982824226446e+00
-1.660103946551714449e+00,4.406610672916773552e+00,-9.998888982824226446e+00
-1.654439872242668530e+00,4.405556847073014204e+00,-9.995634799549666383e+00
-1.654439872242668530e+00,4.405556847073014204e+00,-9.995634799549666383e+00
-1.651047678289894405e+00,4.394897085166693529e+00,-9.986870327698799343e+00
-1.645962160990072309e+00,4.394351071204261494e+00,-9.984641293804852324e+00
-1.643403868375371113e+00,4.391965089739469086e+00,-9.981509481144177798e+00
-1.641285970649888570e+00,4.387471813252465047e+00,-9.977958916225029284e+00
-1.641285970649888570e+00,4.387471813252465047e+00,-9.977958916225029284e+00
-1.641285970649888570e+00,4.387471813252465047e+00,-9.977958916225029284e+00
-1.641285970649888570e+00,4.387471813252465047e+00,-9.977958916225029284e+00
-1.641285970649888570e+00,4.387471813252465047e+00,-9.977958916225029284e+00
-1.641285970649888570e+00,4.387471813252465047e+00,-9.977958916225029284e+00
-1.638304375866171947e+00,4.381721186915364719e+00,-9.973121984235501003e+00
-1.611573375537751707e+00,4.376511253701912629e+00,-9.961350575390600426e+00
-1.611573375537751707e+00,4.376511253701912629e+00,-9.961350575390600426e+00
-1.587847327806398923e+00,4.355399130970964983e+00,-9.936787671825825896e+00
-1.579223730612383081e+00,4.347725605046892206e+00,-9.927859906499865161e+00
-1.539229777966431900e+00,4.303988844750334053e+00,-9.875490507266384554e+00
-1.539229777966431900e+00,4.303988844750334053e+00,-9.875490507266384554e+00
-1.332727467489807083e+00,4.269243812623557233e+00,-9.798981307689860643e+00
-1.332727467489807083e+00,4.269243812623557233e+00,-9.798981307689860643e+00
-1.181166803712586422e+00,4.185881391025636944e+00,-9.680163374614240368e+00
-1.163650884761868065e+00,4.177815317266165174e+00,-9.668289767856308004e+00
-1.163650884761868065e+00,4.177815317266165174e+00,-9.668289767856308004e+00
-1.163650884761868065e+00,4.177815317266165174e+00,-9.668289767856308004e+00
-1.091700563184577755e+00,4.132243992858846582e+00,-9.614841665792853931e+00
-1.035789696438857765e+00,4.100602875564743677e+00,-9.571695505449037356e+00
-1.035789696438857765e+00,4.100602875564743677e+00,-9.571695505449037356e+00
-1.035789696438857765e+00,4.100602875564743677e+00,-9.571695505449037356e+00
-8.323612721409172632e-01,3.966698455696157311e+00,-9.412838608093419879e+00
-8.323612721409172632e-01,3.966698455696157311e+00,-9.412838608093419879e+00
-8.269111705673128920e-01,3.963393216616243109e+00,-9.408610767577506806e+00
-8.269111705673128920e-01,3.963393216616243109e+00,-9.408610767577506806e+00
-8.269111705673128920e-01,3.963393216616243109e+00,-9.408610767577506806e+00
-8.269111705673128920e-01,3.963393216616243109e+00,-9.408610767577506806e+00
-8.269111705673128920e-01,3.963393216616243109e+00,-9.408610767577506806e+00
-8.406606341234910129e-01,4.058238597126601732e+00,-9.471904037230942208e+00
-8.410594568743232635e-01,4.064317334258365833e+00,-9.478342883061829482e+00
-8.498962959267190032e-01,4.123989033155000428e+00,-9.517243103940245419e+00
-8.498962959267190032e-01,4.123989033155000428e+00,-9.517243103940245419e+00
3.120361331638960678e+00,3.617709417424174845e+00,-8.480546832323431872e+00
6.092670748498524524e+00,3.238686237932561163e+00,-7.704430423867799860e+00
7.706124170131535500e+00,3.032941761142828430e+00,-7.283132537549046326e+00
8.549015978636976598e+00,2.925457819055562680e+00,-7.063040322578673980e+00
1.200416262599513573e+01,2.374235472218117593e+00,-6.090650245147937625e+00
1.200416262599513573e+01,2.374235472218117593e+00,-6.090650245147937625e+00
1.200416262599513573e+01,2.374235472218117593e+00,-6.090650245147937625e+00
1.200416262599513573e+01,2.374235472218117593e+00,-6.090650245147937625e+00
1.200416262599513573e+01,2.374235472218117593e+00,-6.090650245147937625e+00
1.200416262599513573e+01,2.374235472218117593e+00,-6.090650245147937625e+00
1.489340897857053037e+01,1.912810513800607515e+00,-5.307068104005741915e+00
1.489340897857053037e+01,1.912810513800607515e+00,-5.307068104005741915e+00
1.489340897857053037e+01,1.912810513800607515e+00,-5.307068104005741915e+00
